id	lcorrection_id	dev_pin	dev_address	dev_resolution
1	1	37	28ff706f01170467	9
2	1	37	28ee17b3211602d5	9
3	1	37	28ee6faa2116022d	9
4	1	35	28ff251b01170486	9
5	1	35	28ff3259011703cf	9
6	1	35	28ffbe7601170512	9
